step, L_x0, L_y0, L_x1, L_y1, L_x2, L_y2, L_x3, L_y3
17674, 194, 26,  209, 98, 320, 6, 330, 71
17675, 191, 13,  211, 93, 311, 9, 327, 113
17694, 201, 12,  214, 102, 319, 9, 328, 94
17695, 187, 10,  202, 101, 320, 12, 336, 129
17696, 187, 21,  209, 112, 312, 10, 320, 98
17697, 190, 9,  211, 99, 327, 13, 341, 110
17698, 187, 12,  207, 93, 320, 11, 333, 75


17699, 203, 17,  210, 95, 316, 13, 316, 72
17951, 171, 27,  167, 96, 295, 22, 295, 103
17952, 164, 22,  163, 81, 288, 26, 287, 94
17953, 158, 31,  151, 110, 297, 19, 300, 98
17954, 171, 19,  173, 86, 295, 11, 295, 90
17955, 157, 35,  148, 112, 305, 18, 297, 91
17956, 156, 27,  160, 112, 301, 15, 294, 86


17957, 157, 32,  159, 125, 317, 8, 314, 92
17958, 160, 20,  158, 94, 311, 9, 310, 75
17959, 152, 17,  163, 119, 310, 12, 312, 80
17960, 158, 18,  159, 117, 307, 8, 311, 71
17961, 159, 17,  162, 111, 316, 9, 313, 69
17962, 152, 17,  163, 113, 314, 10, 316, 64
17963, 148, 20,  161, 99, 315, 6, 322, 58
17964, 162, 17,  163, 83, 341, 14, 342, 91
17965, 158, 19,  173, 87, 332, 12, 341, 84
17966, 161, 15,  172, 84, 334, 10, 335, 73
17967, 163, 17,  175, 104, 328, 9, 339, 91
17970, 158, 15,  175, 94, 330, 11, 345, 102
17971, 161, 15,  174, 90, 337, 10, 348, 99
17972, 155, 30,  170, 90, 336, 7, 355, 97
18019, 173, 7,  179, 92, 334, 8, 328, 111
18020, 172, 35,  173, 123, 329, 12, 325, 122
18021, 177, 12,  181, 91, 335, 12, 331, 87
18022, 168, 36,  174, 120, 325, 11, 329, 106
18023, 162, 40,  169, 116, 313, 12, 320, 118
18024, 176, 25,  179, 122, 317, 10, 319, 89


18025, 177, 33,  182, 115, 337, 21, 342, 70
18026, 168, 17,  181, 104, 317, 12, 321, 94
18027, 173, 20,  189, 115, 330, 11, 334, 94
18028, 176, 25,  184, 111, 320, 12, 322, 93
18029, 171, 38,  175, 102, 345, 15, 340, 96
18030, 171, 32,  173, 112, 340, 17, 340, 104
18031, 170, 22,  178, 108, 340, 17, 342, 117
18032, 163, 10,  175, 100, 337, 13, 340, 107
18033, 171, 11,  175, 107, 349, 35, 346, 112
18034, 165, 32,  173, 118, 334, 30, 333, 105
18063, 184, 27,  164, 105, 326, 22, 296, 123
18064, 193, 23,  170, 102, 328, 23, 303, 102
18065, 193, 24,  166, 98, 329, 18, 301, 112
18066, 183, 14,  160, 96, 342, 20, 314, 102
18067, 183, 19,  146, 145, 314, 16, 289, 135
18068, 173, 6,  156, 69, 339, 13, 317, 89
18069, 172, 21,  158, 63, 326, 13, 305, 85
18070, 150, 18,  131, 81, 323, 12, 308, 83
18120, 142, 33,  190, 113, 314, 10, 350, 86
18121, 155, 23,  188, 95, 323, 10, 358, 78
18122, 152, 21,  187, 91, 327, 15, 353, 69


18122, 181, 37,  226, 125, 321, 9, 351, 77
18123, 161, 13,  195, 78, 324, 16, 353, 73
18124, 161, 26,  193, 100, 331, 15, 369, 112
18125, 170, 13,  206, 100, 340, 15, 359, 66
18126, 177, 31,  207, 98, 334, 18, 366, 103
18127, 171, 25,  207, 112, 338, 18, 371, 101
18128, 176, 24,  200, 91, 334, 10, 366, 98
18129, 169, 23,  197, 105, 327, 12, 361, 98
18130, 168, 20,  203, 103, 335, 16, 366, 92
18131, 169, 16,  197, 97, 328, 13, 359, 88
18132, 164, 21,  211, 98, 332, 13, 359, 87
18133, 151, 8,  199, 98, 334, 13, 359, 86
18134, 177, 14,  207, 91, 337, 11, 361, 83
18135, 164, 13,  210, 106, 340, 7, 365, 78
18136, 179, 12,  203, 87, 344, 13, 365, 92
18137, 168, 16,  195, 90, 332, 10, 358, 87
18138, 164, 11,  192, 72, 331, 11, 359, 72
18139, 169, 9,  197, 67, 333, 12, 359, 79
18140, 170, 7,  210, 72, 342, 10, 362, 61
18141, 176, 20,  208, 90, 333, 9, 367, 69
18142, 177, 13,  209, 84, 340, 9, 361, 67
18143, 175, 17,  208, 80, 339, 9, 359, 62
18144, 173, 10,  205, 74, 335, 10, 356, 58
18145, 173, 16,  224, 107, 336, 9, 378, 95
18146, 181, 35,  220, 117, 339, 6, 375, 98
18227, 176, 6,  164, 60, 309, 4, 299, 66
18228, 181, 6,  154, 92, 320, 8, 306, 66
18229, 156, 8,  141, 102, 329, 9, 309, 100
18230, 169, 10,  143, 87, 327, 11, 310, 96
18231, 185, 13,  161, 94, 331, 11, 313, 94
18232, 174, 8,  155, 94, 329, 6, 314, 89
18233, 181, 9,  160, 91, 326, 10, 305, 102
18234, 178, 6,  156, 89, 315, 11, 293, 122
18235, 169, 17,  160, 85, 316, 23, 307, 68
18236, 169, 13,  153, 111, 314, 12, 298, 116
18237, 179, 8,  160, 106, 330, 13, 317, 67
18238, 174, 16,  154, 120, 326, 14, 302, 115
18239, 173, 9,  152, 102, 324, 10, 310, 103
18240, 176, 15,  158, 96, 321, 11, 304, 97
18241, 169, 12,  146, 101, 321, 12, 301, 101
18242, 191, 6,  177, 112, 320, 9, 309, 111
18243, 215, 36,  209, 104, 329, 18, 314, 113
18252, 166, 11,  153, 74, 319, 9, 307, 62
18253, 151, 25,  153, 74, 323, 10, 317, 60
18254, 150, 27,  145, 132, 313, 9, 308, 55
18255, 161, 7,  159, 131, 320, 7, 309, 131
18256, 165, 16,  159, 118, 325, 8, 312, 128
18257, 159, 23,  162, 111, 314, 9, 311, 117
18258, 165, 15,  167, 124, 320, 10, 313, 119
18259, 156, 27,  153, 131, 322, 14, 312, 112
18260, 161, 10,  162, 132, 322, 10, 321, 132
18261, 158, 13,  157, 111, 327, 11, 325, 94
18268, 138, 20,  169, 116, 312, 12, 332, 125
18269, 143, 25,  159, 129, 323, 11, 335, 89
18270, 141, 20,  156, 125, 319, 8, 344, 111
18271, 147, 18,  170, 113, 319, 8, 336, 72
18272, 154, 19,  175, 98, 325, 8, 343, 97
18273, 148, 15,  176, 82, 312, 10, 338, 72
18274, 138, 11,  173, 115, 320, 9, 354, 105
18275, 138, 14,  172, 104, 322, 10, 350, 94
18276, 138, 17,  168, 102, 323, 10, 354, 101
18277, 140, 6,  175, 97, 317, 9, 350, 90



18278, 123, 9,  158, 79, 326, 9, 355, 65
18279, 130, 14,  165, 64, 319, 8, 354, 59
18280, 145, 6,  167, 66, 329, 10, 351, 81
18281, 143, 5,  182, 95, 320, 8, 351, 78
18282, 152, 10,  188, 77, 346, 26, 366, 106
18283, 145, 19,  172, 84, 338, 19, 351, 78
18284, 144, 20,  178, 94, 336, 8, 354, 73
18285, 155, 14,  186, 87, 332, 17, 356, 89
18286, 138, 18,  171, 95, 336, 14, 364, 94
18287, 158, 9,  187, 77, 337, 6, 359, 80
18288, 161, 10,  185, 73, 331, 13, 354, 70
18289, 155, 11,  179, 56, 342, 10, 358, 70
18290, 152, 9,  193, 78, 339, 12, 363, 77
18291, 163, 22,  195, 72, 330, 11, 357, 61
18292, 162, 7,  197, 64, 332, 8, 369, 92
18293, 161, 8,  217, 92, 334, 9, 374, 90
18295, 150, 39,  195, 90, 328, 11, 359, 52
18296, 179, 5,  204, 34, 332, 9, 359, 52
18297, 177, 8,  198, 73, 340, 14, 356, 92
18298, 182, 6,  195, 69, 341, 8, 350, 88
18299, 185, 6,  189, 62, 332, 6, 340, 87
18300, 183, 7,  199, 76, 330, 7, 339, 82
18301, 187, 4,  192, 90, 312, 9, 312, 115
18380, 178, 7,  196, 88, 327, 10, 337, 86
18381, 185, 7,  208, 113, 345, 6, 355, 79
18382, 187, 7,  199, 118, 341, 9, 348, 92
18383, 176, 7,  212, 84, 326, 10, 347, 89
18399, 184, 6,  215, 102, 342, 8, 361, 88
18400, 183, 6,  220, 111, 329, 10, 348, 83
18548, 174, 4,  164, 113, 310, 8, 294, 122
18549, 185, 10,  178, 132, 301, 6, 293, 117
18550, 170, 3,  177, 127, 300, 10, 300, 129
18551, 188, 16,  177, 131, 315, 8, 304, 130


18551, 165, 20,  166, 100, 293, 12, 293, 107
18552, 172, 9,  170, 95, 297, 9, 290, 106
18553, 176, 9,  174, 111, 292, 9, 290, 100
18554, 165, 18,  176, 107, 285, 20, 286, 93
18555, 178, 13,  190, 121, 284, 22, 290, 107
18556, 180, 8,  180, 130, 288, 21, 290, 134
18557, 181, 6,  178, 133, 284, 22, 287, 117
18576, 186, 9,  152, 108, 308, 11, 274, 116
18577, 179, 7,  137, 109, 311, 8, 252, 155
18579, 193, 58,  137, 174, 324, 94, 264, 205
18580, 173, 65,  115, 192, 301, 76, 252, 191
18581, 190, 32,  140, 161, 298, 41, 260, 201
18582, 185, 36,  146, 143, 306, 38, 266, 176
18583, 196, 30,  133, 164, 308, 46, 266, 169
18584, 191, 49,  147, 150, 306, 48, 263, 165


18585, 176, 18,  147, 73, 335, 39, 304, 86
18586, 174, 21,  137, 89, 291, 38, 244, 144
18587, 186, 17,  146, 84, 326, 35, 302, 74
18588, 188, 12,  134, 101, 320, 48, 257, 158
18589, 192, 44,  144, 111, 349, 50, 294, 126
18590, 189, 15,  143, 95, 327, 36, 285, 111
18798, 167, 13,  134, 105, 332, 6, 284, 127
18799, 156, 27,  131, 102, 326, 19, 290, 131
18800, 154, 12,  118, 130, 323, 21, 280, 140
18801, 151, 13,  111, 127, 324, 14, 281, 139
18802, 156, 9,  107, 117, 331, 15, 281, 131
18803, 152, 35,  113, 138, 327, 34, 287, 152
18804, 161, 28,  122, 123, 317, 18, 280, 114
18805, 160, 25,  129, 120, 324, 22, 285, 124
18806, 163, 21,  118, 123, 321, 23, 277, 134
18807, 167, 29,  134, 95, 320, 16, 283, 92
18808, 170, 14,  137, 108, 315, 14, 292, 85
18809, 169, 13,  136, 111, 312, 17, 277, 120
18810, 170, 16,  129, 133, 312, 18, 279, 117
18811, 158, 20,  125, 115, 317, 23, 286, 117
18812, 159, 17,  128, 100, 314, 21, 284, 114
18813, 152, 20,  123, 115, 314, 20, 281, 105
18814, 157, 16,  133, 117, 310, 14, 286, 103
18815, 148, 13,  118, 113, 331, 19, 302, 115
18816, 145, 12,  120, 120, 322, 13, 295, 105
18817, 153, 11,  117, 106, 320, 18, 290, 95
18818, 147, 12,  119, 107, 316, 13, 283, 124
18819, 153, 8,  124, 119, 312, 11, 277, 118
18820, 162, 6,  132, 133, 307, 9, 283, 116
18821, 157, 10,  138, 104, 310, 10, 277, 117
18822, 154, 7,  121, 113, 307, 8, 278, 107
18823, 158, 15,  144, 78, 316, 10, 294, 86
18824, 150, 13,  132, 105, 309, 8, 283, 102
18825, 143, 9,  123, 111, 305, 10, 283, 104
18826, 145, 15,  116, 123, 309, 11, 283, 102
18827, 157, 8,  117, 132, 310, 11, 273, 126
18828, 164, 13,  132, 115, 307, 11, 274, 124
18829, 146, 17,  132, 115, 295, 13, 277, 129
18830, 155, 7,  139, 92, 308, 9, 291, 82
18831, 161, 14,  149, 106, 295, 12, 286, 83
18832, 143, 15,  132, 110, 294, 8, 287, 76
18833, 133, 11,  125, 121, 270, 32, 257, 142
18834, 135, 9,  120, 118, 277, 26, 273, 116
18835, 125, 29,  118, 101, 275, 27, 265, 110
18836, 125, 28,  123, 133, 268, 52, 267, 132
18837, 137, 18,  128, 96, 268, 31, 256, 110
18838, 134, 18,  125, 125, 267, 31, 262, 121
18839, 130, 16,  121, 124, 269, 31, 265, 124
18840, 140, 14,  130, 117, 272, 32, 266, 125
18841, 127, 13,  121, 112, 286, 15, 273, 148
18842, 123, 22,  117, 158, 271, 29, 273, 108
18843, 134, 17,  129, 133, 269, 52, 270, 142
18844, 131, 16,  129, 122, 273, 24, 271, 128
18845, 126, 15,  122, 123, 272, 52, 273, 138
18900, 193, 14,  219, 115, 360, 29, 388, 107
18901, 189, 16,  222, 97, 371, 24, 398, 99
18902, 189, 29,  235, 141, 365, 24, 400, 131
18903, 189, 9,  224, 121, 359, 18, 391, 99
18904, 181, 17,  216, 87, 361, 23, 390, 109
18905, 177, 21,  230, 137, 354, 20, 400, 125
18906, 193, 15,  235, 120, 377, 26, 408, 126
18907, 183, 16,  227, 113, 381, 29, 408, 129
18908, 187, 15,  232, 132, 374, 29, 411, 131
18909, 203, 37,  232, 135, 381, 31, 406, 132
18910, 202, 31,  234, 144, 372, 30, 409, 152
18911, 202, 29,  236, 139, 372, 32, 406, 151
18916, 192, 16,  224, 120, 380, 31, 400, 133
18917, 195, 12,  220, 115, 372, 29, 393, 138
18918, 187, 13,  223, 125, 374, 28, 402, 127


18919, 184, 9,  200, 75, 358, 26, 375, 106
18920, 184, 18,  206, 94, 360, 27, 377, 106
18921, 184, 24,  208, 99, 358, 25, 383, 112
18922, 182, 15,  206, 91, 354, 25, 377, 109
18923, 186, 19,  205, 90, 358, 28, 377, 107
18924, 190, 16,  207, 88, 356, 25, 370, 124
18925, 190, 14,  209, 81, 355, 32, 371, 123
18926, 185, 22,  206, 90, 345, 16, 365, 120
18927, 194, 9,  212, 93, 366, 32, 375, 118
18928, 189, 19,  206, 113, 356, 19, 370, 116
18929, 187, 16,  204, 92, 350, 25, 364, 116
18937, 222, 39,  214, 125, 358, 24, 350, 119


18937, 211, 22,  211, 89, 359, 21, 355, 97
18938, 200, 19,  202, 91, 354, 18, 354, 102
18939, 192, 16,  196, 89, 345, 18, 349, 99
18940, 224, 39,  192, 134, 367, 27, 340, 129
18941, 214, 48,  184, 158, 381, 44, 358, 125
18942, 221, 26,  200, 108, 368, 26, 342, 116
18943, 221, 33,  188, 120, 367, 36, 340, 119
18944, 217, 28,  198, 92, 370, 31, 340, 99
18945, 208, 26,  182, 115, 366, 26, 339, 123
18946, 215, 29,  181, 107, 370, 36, 320, 164
18947, 216, 30,  180, 106, 364, 31, 319, 136
18948, 205, 17,  175, 117, 361, 22, 334, 112
18949, 209, 20,  187, 82, 347, 22, 318, 103
18950, 199, 16,  159, 130, 349, 23, 317, 157
18951, 200, 12,  158, 109, 354, 24, 311, 151
18952, 196, 11,  164, 110, 345, 14, 324, 100
18953, 196, 18,  155, 110, 347, 27, 313, 122
18954, 174, 30,  139, 131, 349, 27, 305, 142
18955, 183, 24,  139, 128, 340, 20, 295, 119
18956, 180, 20,  134, 123, 335, 17, 300, 129
18957, 188, 9,  145, 103, 341, 21, 293, 119
18958, 182, 14,  152, 96, 338, 18, 309, 115
18959, 178, 14,  143, 108, 335, 18, 302, 107
18960, 172, 40,  130, 117, 343, 36, 309, 111
18961, 174, 37,  133, 110, 327, 45, 274, 153
18962, 175, 20,  138, 103, 335, 38, 278, 141
18963, 163, 43,  126, 124, 332, 37, 294, 112
18964, 156, 27,  133, 95, 344, 29, 303, 119
18965, 161, 21,  126, 121, 332, 25, 284, 135
18966, 152, 53,  111, 128, 319, 36, 281, 129
18967, 161, 20,  118, 82, 340, 27, 297, 97
19010, 117, 57,  92, 147, 283, 49, 262, 134
19011, 130, 32,  97, 137, 285, 42, 264, 121
19012, 140, 38,  106, 132, 295, 40, 260, 123
19013, 130, 37,  103, 124, 289, 53, 265, 129
19014, 126, 53,  98, 151, 275, 55, 260, 122
19015, 138, 24,  112, 111, 287, 37, 267, 122
19016, 129, 29,  108, 125, 294, 39, 266, 133
19017, 142, 27,  103, 132, 298, 39, 269, 136
19018, 139, 28,  101, 153, 295, 39, 268, 124
19019, 150, 30,  110, 133, 292, 41, 251, 129
19020, 119, 59,  87, 158, 283, 40, 256, 131
19021, 138, 24,  107, 132, 286, 16, 259, 106
19022, 140, 26,  107, 118, 299, 18, 264, 121
19023, 129, 35,  107, 130, 289, 34, 263, 118
19024, 124, 58,  103, 148, 287, 38, 264, 121
19025, 141, 25,  105, 118, 290, 32, 262, 107
19026, 139, 25,  107, 132, 288, 37, 265, 128
19027, 130, 35,  109, 135, 287, 37, 262, 123
19028, 145, 35,  121, 105, 290, 40, 277, 103
19029, 140, 18,  118, 112, 284, 39, 266, 118
19030, 132, 37,  107, 135, 289, 37, 264, 119
19031, 150, 19,  115, 125, 299, 38, 273, 109
19032, 126, 36,  110, 116, 293, 38, 276, 120
19033, 145, 25,  117, 118, 297, 19, 268, 107
19034, 132, 27,  112, 110, 290, 43, 270, 104
19035, 128, 37,  105, 136, 283, 43, 263, 124
19100, 202, 55,  264, 127, 355, 28, 417, 93
19101, 204, 58,  252, 120, 364, 34, 418, 93
19102, 231, 93,  279, 140, 393, 60, 422, 89
19103, 214, 71,  284, 137, 382, 40, 447, 97
19104, 227, 73,  288, 137, 390, 36, 441, 105
19105, 233, 76,  295, 136, 397, 46, 449, 103
19106, 307, 133,  362, 183, 413, 56, 479, 111
19107, 308, 127,  354, 169, 412, 54, 471, 113
19108, 308, 128,  370, 174, 412, 48, 477, 107
19109, 279, 91,  329, 143, 415, 34, 475, 101
19110, 277, 83,  344, 139, 407, 36, 479, 100
19111, 362, 111,  401, 127, 415, 34, 490, 75
19112, 312, 78,  369, 108, 415, 33, 478, 73
19113, 286, 92,  352, 145, 417, 31, 481, 108
19114, 278, 79,  356, 140, 415, 37, 480, 89
19115, 311, 75,  374, 123, 414, 34, 482, 85
19160, 210, 26,  223, 100, 366, 32, 377, 107
19161, 221, 31,  235, 109, 361, 26, 379, 105
19162, 225, 34,  236, 92, 373, 31, 379, 103
19163, 220, 30,  237, 112, 372, 32, 377, 103
19164, 220, 27,  239, 109, 372, 25, 387, 120
19165, 231, 72,  245, 140, 371, 45, 393, 153
19177, 217, 26,  241, 103, 342, 20, 364, 98
19178, 196, 18,  237, 113, 340, 16, 389, 106
19345, 189, 39,  176, 151, 334, 19, 322, 111
19346, 201, 37,  188, 130, 355, 25, 337, 115
19347, 183, 43,  177, 151, 340, 21, 334, 106
19348, 186, 28,  178, 142, 335, 16, 324, 129
19349, 189, 23,  186, 115, 315, 10, 300, 126
19350, 178, 21,  171, 119, 315, 13, 300, 115
19351, 180, 16,  164, 135, 321, 9, 305, 120
19352, 199, 23,  187, 109, 352, 30, 338, 122
19353, 185, 26,  161, 123, 337, 26, 311, 120
19364, 168, 34,  165, 95, 281, 19, 281, 94
19365, 170, 34,  166, 145, 268, 26, 269, 118
19366, 182, 20,  170, 145, 277, 18, 268, 118
19367, 168, 31,  165, 146, 276, 22, 267, 119
19368, 163, 62,  161, 170, 262, 58, 262, 149
19369, 173, 33,  170, 144, 264, 30, 260, 142
19370, 178, 32,  169, 151, 276, 22, 267, 136
19371, 178, 20,  173, 146, 273, 21, 268, 112
19372, 174, 31,  167, 148, 273, 26, 267, 118
19373, 175, 33,  162, 147, 267, 26, 267, 112


19374, 183, 24,  172, 90, 288, 17, 282, 94
19375, 177, 21,  165, 92, 287, 17, 277, 90
19376, 175, 83,  156, 180, 279, 91, 259, 201
19377, 182, 83,  168, 197, 280, 81, 264, 180
19378, 169, 35,  163, 167, 279, 23, 269, 111


19378, 178, 24,  168, 97, 288, 14, 279, 92
19379, 187, 13,  176, 83, 315, 7, 302, 82
19380, 189, 10,  171, 92, 288, 18, 274, 89
19381, 177, 16,  169, 80, 276, 22, 268, 112
19382, 178, 18,  174, 90, 288, 16, 281, 87
19383, 173, 16,  165, 97, 277, 24, 271, 90
19384, 175, 18,  166, 93, 280, 22, 272, 91
19385, 195, 14,  185, 82, 305, 20, 298, 87
19456, 185, 14,  171, 92, 312, 11, 302, 72
19457, 182, 64,  173, 132, 273, 58, 271, 101
19458, 170, 77,  158, 137, 273, 56, 271, 101
19459, 171, 61,  160, 132, 274, 55, 268, 104
19460, 171, 68,  163, 135, 269, 60, 269, 102
19461, 182, 58,  177, 130, 269, 54, 269, 98
19462, 170, 30,  166, 90, 277, 45, 279, 106
19463, 169, 35,  167, 125, 277, 52, 277, 104
19464, 184, 57,  176, 133, 295, 51, 290, 96
19465, 178, 55,  174, 131, 291, 41, 288, 112
19466, 172, 36,  167, 127, 293, 29, 291, 111
19467, 178, 55,  177, 120, 292, 78, 291, 137
19468, 180, 51,  176, 117, 291, 75, 293, 131
19469, 177, 49,  178, 114, 296, 70, 298, 125
19470, 175, 45,  173, 142, 298, 63, 305, 152
19471, 177, 31,  179, 108, 314, 25, 314, 110
19472, 165, 19,  169, 109, 292, 60, 301, 129
19473, 171, 40,  181, 123, 300, 45, 311, 140
19482, 174, 34,  187, 101, 302, 57, 310, 119
19483, 171, 20,  188, 94, 293, 35, 306, 115
19484, 175, 19,  185, 94, 291, 26, 300, 116
19485, 167, 13,  172, 99, 292, 18, 309, 125
19486, 193, 77,  202, 140, 293, 56, 295, 140
19487, 196, 78,  198, 155, 296, 54, 305, 120
19488, 196, 74,  205, 143, 307, 66, 312, 150
19489, 189, 78,  198, 157, 301, 52, 311, 149
19490, 193, 74,  202, 145, 300, 63, 312, 146
19491, 183, 86,  189, 146, 308, 75, 315, 134
19492, 197, 89,  210, 177, 302, 47, 314, 149
19493, 187, 67,  199, 155, 304, 42, 311, 116
19494, 194, 70,  202, 143, 301, 47, 310, 138
19495, 192, 67,  198, 140, 324, 142, 325, 187
19496, 192, 61,  197, 173, 317, 112, 319, 175
19497, 205, 81,  209, 163, 325, 114, 330, 177
19498, 196, 79,  206, 158, 326, 110, 333, 181
19499, 201, 80,  206, 156, 330, 117, 332, 180
19500, 183, 100,  188, 149, 319, 105, 325, 161
19501, 196, 70,  203, 156, 324, 106, 324, 184
19502, 180, 43,  190, 126, 323, 31, 328, 105
19503, 179, 46,  185, 122, 325, 29, 325, 104
19504, 192, 81,  192, 178, 323, 105, 330, 183
19648, 132, 43,  172, 112, 311, 48, 349, 131
19649, 146, 94,  190, 166, 341, 131, 378, 184
19650, 168, 99,  193, 158, 331, 89, 355, 146
19719, 195, 26,  216, 107, 338, 21, 357, 95
19720, 200, 28,  216, 102, 333, 19, 350, 95
19721, 184, 22,  195, 95, 340, 18, 357, 95
19735, 210, 75,  243, 128, 346, 38, 384, 112
19736, 195, 38,  222, 99, 345, 34, 367, 95
19737, 195, 27,  222, 87, 339, 30, 376, 137
20121, 208, 59,  227, 121, 367, 41, 389, 92
20122, 197, 33,  210, 88, 353, 30, 366, 81
20123, 192, 30,  222, 104, 359, 30, 382, 112
20123, 192, 30,  222, 104, 359, 30, 382, 112


20123, 206, 78,  223, 126, 377, 64, 388, 131
20150, 197, 30,  176, 90, 376, 44, 359, 101
20151, 203, 32,  178, 112, 372, 46, 346, 107
20152, 184, 32,  165, 76, 367, 41, 343, 101
20153, 197, 23,  173, 88, 371, 39, 348, 109
20154, 178, 29,  152, 85, 355, 41, 332, 89
20155, 198, 70,  168, 134, 347, 70, 321, 123
20156, 210, 37,  177, 88, 365, 63, 331, 123
20157, 194, 34,  167, 95, 351, 59, 329, 111
20158, 186, 26,  171, 59, 364, 50, 334, 103
20159, 195, 28,  166, 93, 356, 53, 330, 106
20160, 189, 37,  160, 90, 362, 53, 340, 106
20161, 196, 22,  163, 82, 360, 39, 326, 102
20162, 200, 21,  168, 74, 362, 35, 333, 100
20178, 135, 56,  121, 122, 303, 68, 295, 128



20179, 170, 140,  143, 198, 291, 141, 264, 202
20195, 165, 95,  163, 149, 323, 77, 318, 127
20196, 167, 96,  166, 146, 307, 68, 303, 136
20197, 160, 79,  154, 157, 292, 28, 289, 132
20198, 167, 81,  165, 136, 308, 59, 308, 131
20199, 161, 77,  170, 138, 310, 55, 309, 134
20200, 162, 81,  157, 149, 315, 53, 309, 136
20201, 159, 84,  152, 154, 307, 49, 306, 136
20202, 164, 80,  160, 148, 314, 45, 308, 156
20203, 168, 76,  175, 127, 313, 42, 316, 132
20204, 167, 68,  169, 138, 307, 37, 313, 125
20205, 165, 64,  170, 139, 308, 37, 318, 139
20206, 175, 78,  173, 150, 310, 33, 309, 118
20207, 168, 65,  176, 132, 315, 93, 312, 126
20208, 161, 64,  178, 141, 313, 30, 319, 106
20209, 163, 66,  176, 147, 306, 40, 320, 120
20210, 173, 91,  178, 149, 331, 59, 340, 112
20211, 166, 64,  174, 123, 331, 52, 339, 108
20212, 174, 60,  187, 122, 329, 52, 348, 129
20213, 171, 71,  189, 126, 328, 50, 341, 120
20214, 152, 36,  170, 98, 320, 20, 334, 90
20215, 160, 30,  186, 105, 327, 43, 348, 118
20216, 156, 67,  172, 137, 324, 71, 343, 153
20217, 181, 89,  198, 167, 321, 63, 341, 146
20218, 189, 93,  202, 161, 342, 93, 351, 143
20219, 173, 51,  194, 125, 345, 54, 351, 109
20220, 192, 68,  204, 145, 313, 60, 322, 129
20221, 175, 38,  195, 145, 321, 45, 347, 163
20222, 174, 35,  201, 138, 318, 36, 342, 124
20223, 181, 56,  198, 137, 326, 53, 339, 127
20224, 173, 52,  202, 162, 321, 46, 342, 121
20225, 179, 48,  194, 132, 322, 45, 341, 133
20226, 175, 44,  184, 89, 343, 46, 348, 87
20227, 173, 40,  189, 88, 337, 53, 350, 113
20228, 174, 62,  197, 149, 327, 49, 352, 128
20229, 177, 105,  191, 158, 323, 98, 338, 146
20230, 185, 108,  212, 180, 343, 99, 365, 157
20231, 203, 115,  217, 176, 332, 131, 348, 182
20232, 194, 135,  215, 189, 336, 123, 356, 175
20233, 194, 135,  209, 165, 334, 123, 350, 159
20234, 193, 128,  211, 182, 325, 86, 343, 155
20235, 176, 59,  191, 124, 336, 82, 349, 153
20236, 178, 44,  194, 117, 330, 78, 346, 153
20301, 145, 84,  117, 146, 294, 101, 263, 147
20302, 126, 83,  114, 119, 285, 97, 272, 138
20303, 148, 77,  118, 148, 291, 102, 269, 153
20304, 147, 75,  109, 139, 299, 120, 263, 184
20377, 189, 65,  204, 131, 311, 59, 339, 126
20378, 206, 110,  231, 158, 315, 101, 334, 136
20379, 199, 106,  221, 154, 303, 82, 328, 130
20380, 203, 108,  223, 154, 306, 101, 334, 152
20381, 200, 89,  221, 147, 283, 73, 314, 140
20382, 197, 75,  226, 142, 289, 70, 319, 134
20383, 188, 63,  218, 141, 328, 91, 356, 190
20384, 199, 79,  211, 140, 338, 70, 352, 140
20385, 187, 55,  201, 124, 324, 39, 343, 128
20392, 178, 61,  190, 127, 346, 107, 353, 161
20393, 187, 59,  192, 129, 344, 44, 354, 135
20394, 175, 55,  182, 126, 330, 44, 339, 128


20539, 163, 63,  148, 108, 320, 59, 309, 123
20540, 170, 67,  162, 114, 319, 59, 303, 121
20541, 170, 94,  157, 151, 318, 59, 304, 147
20542, 175, 88,  161, 147, 308, 91, 299, 139
20543, 165, 80,  151, 134, 318, 89, 305, 141
20544, 175, 60,  160, 109, 320, 64, 309, 126
20545, 175, 90,  154, 149, 319, 63, 302, 144
20546, 176, 30,  164, 95, 328, 26, 317, 102
20547, 175, 46,  162, 113, 321, 61, 301, 123
20548, 166, 95,  151, 138, 311, 92, 299, 140
20549, 165, 98,  150, 139, 317, 89, 298, 139
20550, 179, 110,  171, 146, 323, 65, 302, 121
20563, 163, 96,  155, 129, 319, 93, 302, 144
20564, 162, 71,  147, 123, 319, 62, 309, 123
20565, 169, 78,  155, 125, 331, 44, 308, 150
20566, 162, 84,  149, 128, 316, 62, 309, 123
20567, 170, 78,  160, 128, 318, 59, 298, 137
20568, 166, 80,  159, 130, 315, 61, 305, 121
20569, 169, 91,  153, 142, 324, 60, 304, 147
20570, 169, 78,  156, 133, 316, 62, 305, 122
20571, 165, 93,  154, 139, 306, 88, 299, 131
20572, 168, 75,  158, 130, 318, 46, 305, 121
20573, 169, 93,  154, 155, 320, 64, 300, 137
20574, 158, 103,  144, 155, 323, 64, 303, 122
20575, 161, 85,  149, 137, 323, 60, 310, 126
20576, 158, 87,  143, 136, 319, 63, 302, 121
20577, 168, 92,  156, 152, 317, 90, 304, 145
20578, 172, 92,  152, 154, 325, 64, 304, 147
